b3_issuer_code;b3_listing_segment;b3_sector;b3_segment;b3_subsector;cnpj;controlling_interest;cvm_code;founding_date;is_b3_listed;is_foreign;is_state_owned;main_activity;name;trade_name;website
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";53929;"";true;true;"";"";H&R BLOCK INC;"";""
I1CE;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";53937;"";true;true;"";"";INTERCONTINENTAL EXCHANGE INC;"";""
I1FF;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";53945;"";true;true;"";"";INTERNATIONAL FLAVORS & FRAGRANCES INC;"";""
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";53953;"";true;true;"";"";INTERPUBLIC GROUP OF COS INC;"";""
I1RP;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";53961;"";true;true;"";"";TRANE TECHNOLOGIES PLC;"";""
I1RM;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";53970;"";true;true;"";"";IRON MOUNTAIN INC;"";""
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";53988;"";true;true;"";"";JUNIPER NETWORKS INC;"";""
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";53996;"";true;true;"";"";KELLOGG CO;"";""
K1SG;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54003;"";true;true;"";"";KEYSIGHT TECHNOLOGIES INC;"";""
K1IM;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54011;"";true;true;"";"";KIMCO REALTY CORP;"";""
L1IN;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54020;"";true;true;"";"";LINDE PLC;"";""
L1KQ;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54038;"";true;true;"";"";LKQ CORP;"";""
L1RC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54046;"";true;true;"";"";LAM RESEARCH CORP;"";""
S1OU;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54054;"";true;true;"";"";SOUTHWEST AIRLINES CO;"";""
L1YB;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54062;"";true;true;"";"";LyondellBasell Industries NV;"";""
M1MC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54070;"";true;true;"";"";Marsh & McLennan Cos Inc;"";""
M1NS;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54089;"";true;true;"";"";Monster Beverage Corp;"";""
N1OV;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54097;"";true;true;"";"";NOV Inc;"";""
N1SC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54100;"";true;true;"";"";Norfolk Southern Corp;"";""
N1UE;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54119;"";true;true;"";"";Nucor Corp;"";""
O1KE;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54127;"";true;true;"";"";ONEOK Inc;"";""
P1AY;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54135;"";true;true;"";"";Paychex Inc;"";""
P1BC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54143;"";true;true;"";"";Peoples United Financial Inc;"";""
P1EG;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54151;"";true;true;"";"";Public Service Enterprise Group Inc;"";""
P1GR;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54160;"";true;true;"";"";The Progressive Corp;"";""
P1LD;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54178;"";true;true;"";"";Prologis Inc;"";""
P1PG;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54186;"";true;true;"";"";PPG Industries Inc;"";""
P1RG;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54194;"";true;true;"";"";Perrigo Co PLC;"";""
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54208;"";true;true;"";"";Prudential Financial Inc;"";""
R1CL;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54216;"";true;true;"";"";ROYAL CARIBBEAN GROUP;"";""
R1LC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54224;"";true;true;"";"";RALPH LAUREN CORP;"";""
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54232;"";true;true;"";"";SKYWORKS SOLUTIONS INC;"";""
M1CB;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54240;"";true;true;"";"";MOLSON COORS BREWING CO;"";""
T1EL;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54259;"";true;true;"";"";TE CONNECTIVITY LTD;"";""
T1RI;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54267;"";true;true;"";"";TRIPADVISOR INC;"";""
T1SC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54275;"";true;true;"";"";TRACTOR SUPPLY CO;"";""
T1XT;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54283;"";true;true;"";"";TEXTRON INC;"";""
U1DR;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54291;"";true;true;"";"";UDR INC;"";""
U1RI;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54305;"";true;true;"";"";UNITED RENTALS INC;"";""
V1TA;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54313;"";true;true;"";"";VENTAS INC;"";""
W1AB;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54321;"";true;true;"";"";WABTEC CORP;"";""
W1DA;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54330;"";true;true;"";"";WORKDAY INC;"";""
W1EC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54348;"";true;true;"";"";WEC ENERGY GROUP INC;"";""
W1EL;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54356;"";true;true;"";"";WELLTOWER INC;"";""
W1RK;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54364;"";true;true;"";"";WESTROCK CO;"";""
W1YC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54372;"";true;true;"";"";WEYERHAEUSER CO;"";""
A1AP;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54380;"";true;true;"";"";ADVANCE AUTO PARTS INC;"";""
A1PD;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54399;"";true;true;"";"";AIR PRODUCTS & CHEMICALS INC;"";""
A1LB;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54402;"";true;true;"";"";ALBEMARLE CORP;"";""
A1LL;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54410;"";true;true;"";"";ALLIANCE DATA SYSTEMS CORP;"";""
A1MB;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54429;"";true;true;"";"";AMERISOURCEBERGEN CORP;"";""
A1ME;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54437;"";true;true;"";"";AMETEK INC;"";""
A1ON;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54445;"";true;true;"";"";AON PLC;"";""
A1IV;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54453;"";true;true;"";"";APARTMENT INVESTMENT & MANAGEMENT CO;"";""
A1NE;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54461;"";true;true;"";"";ARISTA NETWORKS INC;"";""
A1JG;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54470;"";true;true;"";"";ARTHUR J GALLAGHER & CO;"";""
B1DX;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54488;"";true;true;"";"";BECTON DICKINSON AND CO;"";""
B1MR;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54496;"";true;true;"";"";BIOMARIN PHARMACEUTICAL INC;"";""
K1MX;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54500;"";true;true;"";"";CARMAX INC;"";""
C1NS;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54518;"";true;true;"";"";CELANESE CORP;"";""
C1HR;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54526;"";true;true;"";"";CH ROBINSON WORLDWIDE INC;"";""
C1HK;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54534;"";true;true;"";"";CHECK POINT SOFTWARE TECHNOLOGIES LTD;"";""
C1MS;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54542;"";true;true;"";"";CMS ENERGY CORP;"";""
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54550;"";true;true;"";"";COMERICA INC;"";""
C1PR;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54569;"";true;true;"";"";COPART INC;"";""
C1MI;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54577;"";true;true;"";"";CUMMINS INC;"";""
D1OV;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54585;"";true;true;"";"";DOVER CORP;"";""
D1RE;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54593;"";true;true;"";"";DUKE REALTY CORP;"";""
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54607;"";true;true;"";"";ECOLAB INC;"";""
E1WL;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54615;"";true;true;"";"";EDWARDS LIFESCIENCES CORP;"";""
E1QR;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54623;"";true;true;"";"";EQUITY RESIDENTIAL;"";""
E1VR;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54631;"";true;true;"";"";EVERGY INC;"";""
E1SE;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54640;"";true;true;"";"";EVERSOURCE ENERGY;"";""
F1RC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54658;"";true;true;"";"";FIRST REPUBLIC BANK;"";""
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54666;"";true;true;"";"";FLIR SYSTEMS INC;"";""
F1LS;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54674;"";true;true;"";"";FLOWSERVE CORP;"";""
F1MC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54682;"";true;true;"";"";FMC CORP;"";""
G1RM;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54690;"";true;true;"";"";GARMIN LTD;"";""
H1IG;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54704;"";true;true;"";"";HARTFORD FINANCIAL SERVICES GROUP INC;"";""
H1SI;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54712;"";true;true;"";"";HENRY SCHEIN INC;"";""
H1UM;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54720;"";true;true;"";"";HUMANA INC;"";""
I1NF;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54739;"";true;true;"";"";IHS MARKIT LTD;"";""
I1TW;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54747;"";true;true;"";"";ILLINOIS TOOL WORKS INC;"";""
I1LM;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54755;"";true;true;"";"";ILLUMINA INC;"";""
I1NC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54763;"";true;true;"";"";INCYTE CORP;"";""
I1QV;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54771;"";true;true;"";"";IQVIA HOLDINGS INC;"";""
J1EG;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54780;"";true;true;"";"";JACOBS ENGINEERING GROUP INC;"";""
J1BH;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54798;"";true;true;"";"";JB HUNT TRANSPORT SERVICES INC;"";""
K1LA;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54801;"";true;true;"";"";KLA CORP;"";""
L1HX;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54810;"";true;true;"";"";L3HARRIS TECHNOLOGIES INC;"";""
L1WH;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54828;"";true;true;"";"";LAMB WESTON HOLDINGS INC;"";""
L1EG;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54836;"";true;true;"";"";LEGGETT PLATT INC;"";""
L1NC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54844;"";true;true;"";"";LINCOLN NATIONAL CORP;"";""
L1OE;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54852;"";true;true;"";"";LOEWS CORP;"";""
L1UL;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54860;"";true;true;"";"";LULULEMON ATHLETICA INC;"";""
M1TT;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54879;"";true;true;"";"";MARRIOTT INTERNATIONAL INC;"";""
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54887;"";true;true;"";"";MAXIM INTEGRATED PRODUCTS INC;"";""
M1CK;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54895;"";true;true;"";"";MCKESSON CORP;"";""
M1HK;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54909;"";true;true;"";"";MOHAWK INDUSTRIES INC;"";""
M1SI;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54917;"";true;true;"";"";MOTOROLA SOLUTIONS INC;"";""
N1WS;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54925;"";true;true;"";"";NEWS CORP;"";""
N1LS;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54933;"";true;true;"";"";NIELSEN HOLDINGS PLC;"";""
N1TR;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54941;"";true;true;"";"";NORTHERN TRUST CORP;"";""
O1MC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54950;"";true;true;"";"";OMNICOM GROUP INC;"";""
P1AC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54968;"";true;true;"";"";PACCAR INC;"";""
P1KG;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54976;"";true;true;"";"";PACKAGING CORP OF AMERICA;"";""
P1NR;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54984;"";true;true;"";"";PENTAIR PLC;"";""
P1NW;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";54992;"";true;true;"";"";PINNACLE WEST CAPITAL CORP;"";""
P1IO;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55000;"";true;true;"";"";PIONEER NATURAL RESOURCES CO;"";""
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55018;"";true;true;"";"";PUBLIC STORAGE;"";""
P1VH;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55026;"";true;true;"";"";PVH CORP;"";""
Q1RV;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55034;"";true;true;"";"";QORVO INC;"";""
Q1UA;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55042;"";true;true;"";"";QUANTA SERVICES INC;"";""
Q1UE;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55050;"";true;true;"";"";QUEST DIAGNOSTICS INC;"";""
R1JF;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55069;"";true;true;"";"";RAYMOND JAMES FINANCIAL INC;"";""
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55077;"";true;true;"";"";REALTY INCOME CORP;"";""
R1SG;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55085;"";true;true;"";"";REPUBLIC SERVICES INC;"";""
R1OL;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55093;"";true;true;"";"";ROLLINS INC;"";""
S1EA;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55107;"";true;true;"";"";SEALED AIR CORP;"";""
S1RE;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55115;"";true;true;"";"";SEMPRA;"";""
S1PO;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55123;"";true;true;"";"";SPOTIFY TECHNOLOGY SA;"";""
S1YK;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55131;"";true;true;"";"";STRYKER CORP;"";""
T1RO;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55140;"";true;true;"";"";T ROWE PRICE GROUP INC;"";""
T1TW;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55158;"";true;true;"";"";TAKE-TWO INTERACTIVE SOFTWARE INC;"";""
S1JM;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55166;"";true;true;"";"";THE JM SMUCKER CO;"";""
U1AI;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55174;"";true;true;"";"";UNDER ARMOUR INC;"";""
U1NM;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55182;"";true;true;"";"";UNUM GROUP;"";""
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55190;"";true;true;"";"";VARIAN MEDICAL SYSTEMS INC;"";""
V1NO;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55204;"";true;true;"";"";VORNADO REALTY TRUST;"";""
Z1BH;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55212;"";true;true;"";"";ZIMMER BIOMET HOLDINGS INC;"";""
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55220;"";true;true;"";"";ZOETIS INC;"";""
A1BM;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55239;"";true;true;"";"";ABIOMED Inc;"";""
A1LK;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55247;"";true;true;"";"";ALASKA AIR GROUP INC;"";""
A1RE;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55255;"";true;true;"";"";ALEXANDRIA REAL ESTATE EQUITIES INC;"";""
A1GN;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55263;"";true;true;"";"";ALLEGION PLC;"";""
A1EN;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55271;"";true;true;"";"";ALLIANT ENERGY CORP;"";""
A1WK;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55280;"";true;true;"";"";AMERICAN WATER WORKS CO INC;"";""
A1MP;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55298;"";true;true;"";"";AMERIPRISE FINANCIAL INC;"";""
A1NS;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55301;"";true;true;"";"";ANSYS INC;"";""
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55310;"";true;true;"";"";ASSURANT INC;"";""
A1TM;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55328;"";true;true;"";"";ATMOS ENERGY CORP;"";""
A1VB;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55336;"";true;true;"";"";AVALONBAY COMMUNITIES INC;"";""
A1VY;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55344;"";true;true;"";"";AVERY DENNISON CORP;"";""
B1RF;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55352;"";true;true;"";"";BROADRIDGE FINANCIAL SOLUTIONS INC;"";""
B1FC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55360;"";true;true;"";"";BROWN FORMAN CORP;"";""
C1BO;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55379;"";true;true;"";"";CBOE GLOBAL MARKETS INC;"";""
C1MG;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55387;"";true;true;"";"";CHIPOTLE MEXICAN GRILL INC;"";""
C1TA;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55395;"";true;true;"";"";CINTAS CORP;"";""
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55409;"";true;true;"";"";COOPER COMPANIES INC;"";""
D1RI;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55417;"";true;true;"";"";DARDEN RESTAURANTS INC;"";""
D1LR;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55425;"";true;true;"";"";DIGITAL REALTY TRUST INC;"";""
D1TE;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55433;"";true;true;"";"";DTE ENERGY CO;"";""
E1MN;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55441;"";true;true;"";"";EASTMAN CHEMICAL CO;"";""
E1FX;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55450;"";true;true;"";"";EQUIFAX INC;"";""
E1SS;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55468;"";true;true;"";"";ESSEX PROPERTY TRUST INC;"";""
E1VE;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55476;"";true;true;"";"";EVEREST RE GROUP LTD;"";""
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55484;"";true;true;"";"";EXPEDITORS INTERNATIONAL OF WASHINGTON INC;"";""
E1XR;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55492;"";true;true;"";"";EXTRA SPACE STORAGE INC;"";""
F1FI;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55506;"";true;true;"";"";F5 NETWORKS INC;"";""
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55514;"";true;true;"";"";FEDERAL REALTY INVESTMENT TRUST;"";""
G1AR;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55522;"";true;true;"";"";GARTNER INC;"";""
G1PC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55530;"";true;true;"";"";GENUINE PARTS CO;"";""
G1LL;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55549;"";true;true;"";"";GLOBE LIFE INC;"";""
H1II;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55557;"";true;true;"";"";HUNTINGTON INGALLS INDUSTRIES INC;"";""
I1DX;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55565;"";true;true;"";"";IDEXX LABORATORIES INC;"";""
I1SR;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55573;"";true;true;"";"";INTUITIVE SURGICAL INC;"";""
I1PG;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55581;"";true;true;"";"";IPG PHOTONICS CORP;"";""
J1KH;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55590;"";true;true;"";"";JACK HENRY & ASSOCIATES INC;"";""
J1EF;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55603;"";true;true;"";"";JEFFERIES FINANCIAL GROUP INC;"";""
K1CS;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55611;"";true;true;"";"";KANSAS CITY SOUTHERN;"";""
L1CA;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55620;"";true;true;"";"";LABORATORY CORP OF AMERICA HOLDINGS;"";""
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55638;"";true;true;"";"";M&T BANK CORP;"";""
M1LM;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55646;"";true;true;"";"";MARTIN MARIETTA MATERIALS INC;"";""
M1KC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55654;"";true;true;"";"";MCCORMICK & CO INC;"";""
M1TD;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55662;"";true;true;"";"";METTLER-TOLEDO INTERNATIONAL INC;"";""
M1AA;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55670;"";true;true;"";"";MID-AMERICA APARTMENT COMMUNITIES INC;"";""
M1SC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55689;"";true;true;"";"";MSCI INC;"";""
N1DA;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55697;"";true;true;"";"";NASDAQ INC;"";""
N1VR;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55700;"";true;true;"";"";NVR INC;"";""
P1HC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55719;"";true;true;"";"";PARKER-HANNIFIN CORP;"";""
P1KI;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55727;"";true;true;"";"";PERKINELMER INC;"";""
P1FG;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55735;"";true;true;"";"";PRINCIPAL FINANCIAL GROUP INC;"";""
R1EG;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55743;"";true;true;"";"";REGENCY CENTERS CORP;"";""
R1MD;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55751;"";true;true;"";"";RESMED INC;"";""
R1HI;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55760;"";true;true;"";"";ROBERT HALF INTERNATIONAL INC;"";""
R1OK;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55778;"";true;true;"";"";ROCKWELL AUTOMATION INC;"";""
R1OP;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55786;"";true;true;"";"";ROPER TECHNOLOGIES INC;"";""
S1BA;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55794;"";true;true;"";"";SBA COMMUNICATIONS CORP;"";""
S1LG;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55808;"";true;true;"";"";SL GREEN REALTY CORP;"";""
S1NA;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55816;"";true;true;"";"";SNAP-ON INC;"";""
S1WK;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55824;"";true;true;"";"";STANLEY BLACK & DECKER INC;"";""
S1IV;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55832;"";true;true;"";"";SVB FINANCIAL GROUP;"";""
S1NP;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55840;"";true;true;"";"";SYNOPSYS INC;"";""
T1FX;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55859;"";true;true;"";"";TELEFLEX INC;"";""
S1HW;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55867;"";true;true;"";"";THE SHERWIN-WILLIAMS CO;"";""
T1DG;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55875;"";true;true;"";"";TRANSDIGM GROUP INC;"";""
U1LT;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55883;"";true;true;"";"";ULTA BEAUTY INC;"";""
U1HS;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55891;"";true;true;"";"";UNIVERSAL HEALTH SERVICES INC;"";""
V1RS;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55905;"";true;true;"";"";VERISK ANALYTICS INC;"";""
V1MC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55913;"";true;true;"";"";VULCAN MATERIALS CO;"";""
W1HR;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55921;"";true;true;"";"";WHIRLPOOL CORP;"";""
W1LT;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55930;"";true;true;"";"";WILLIS TOWERS WATSON PLC;"";""
G1WW;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55948;"";true;true;"";"";WW GRAINGER INC;"";""
X1YL;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55956;"";true;true;"";"";XYLEM INC;"";""
A1LN;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55964;"";true;true;"";"";ALNYLAM PHARMACEUTICALS INC;"";""
A1YX;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55972;"";true;true;"";"";ALTERYX INC;"";""
A1CR;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55980;"";true;true;"";"";AMCOR PLC;"";""
T1AM;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";55999;"";true;true;"";"";ATLASSIAN CORPORATION PLC;"";""
T1CH;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56006;"";true;true;"";"";BIO-TECHNE CORPORATION;"";""
B1AM;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56014;"";true;true;"";"";BROOKFIELD ASSET MANAGEMENT INC;"";""
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56022;"";true;true;"";"";CABLE ONE INC;"";""
C1RR;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56030;"";true;true;"";"";CARRIER GLOBAL CORPORATION;"";""
C1DW;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56049;"";true;true;"";"";CDW CORPORATION;"";""
C1TV;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56057;"";true;true;"";"";CORTEVA INC;"";""
